VehicleID,InhouseSellerID,BuyerID,ModelID,SaleDate,BuyDate
<br>322023,71,40,84,2014-01-13,2013-07-25
<br>321928,71,71,84,2014-01-09,2013-07-25
<br>321932,71,71,84,2014-01-09,2013-07-25
<br>321931,71,71,84,2014-01-09,2013-07-25
<br>321929,71,71,84,2014-01-09,2013-07-25
<br>321933,71,71,84,2014-01-09,2013-07-25
<br>321930,71,71,84,2014-01-09,2013-07-25
<br>321934,71,71,84,2014-01-09,2013-07-25
<br>321936,71,71,84,2014-01-09,2013-07-25
<br>321935,71,71,84,2014-01-09,2013-07-25
<br>321937,71,71,84,2014-01-09,2013-07-25
<br>321938,71,71,84,2014-01-09,2013-07-25
<br>321939,71,71,84,2014-01-09,2013-07-25
<br>321940,71,71,84,2014-01-09,2013-07-25
<br>321941,71,71,84,2014-01-09,2013-07-25
<br>321942,71,71,84,2014-01-09,2013-07-25
<br>321943,71,71,84,2014-01-09,2013-07-25
<br>322024,71,40,84,2014-01-13,2013-07-25
<br>322025,71,40,84,2014-01-13,2013-07-25
<br>322077,71,40,114,2014-01-13,2013-07-25
<br>322082,71,40,114,2014-01-13,2013-07-25
<br>322078,71,40,114,2014-01-13,2013-07-25
<br>322079,71,40,114,2014-01-13,2013-07-25
<br>322080,71,40,114,2014-01-13,2013-07-25
<br>322081,71,40,114,2014-01-13,2013-07-25
<br>323244,71,37,7,2014-01-27,2013-10-18
<br>323245,71,37,7,2014-01-27,2013-10-22
<br>312306,82,40,8,2014-01-07,2013-10-22
<br>323332,71,37,7,2014-01-27,2013-10-18
<br>312314,71,37,7,2014-03-13,2013-10-18
<br>312321,82,40,8,2014-01-07,2013-10-22
<br>312322,82,40,8,2014-01-07,2013-10-22
<br>322570,71,71,16,2014-01-17,2013-10-21
<br>322569,71,71,16,2014-01-17,2013-10-21
<br>322982,71,108,84,2014-01-24,2013-09-09
<br>322984,71,108,84,2014-01-24,2013-09-09
<br>322983,71,108,84,2014-01-24,2013-09-09
<br>322985,71,108,84,2014-01-24,2013-09-09
<br>322986,71,108,84,2014-01-24,2013-09-09
<br>322987,71,108,84,2014-01-24,2013-09-09
<br>323887,82,245,84,2014-01-31,2013-09-09
<br>323888,82,245,84,2014-01-31,2013-09-09
<br>323889,82,245,84,2014-01-31,2013-09-09
<br>322565,71,71,16,2014-01-17,2013-10-22
<br>322587,71,40,121,2014-01-20,2013-09-20
<br>322585,71,40,121,2014-01-20,2013-09-20
<br>322586,71,40,121,2014-01-20,2013-09-20
<br>322588,71,40,121,2014-01-20,2013-09-20
<br>321950,71,71,121,2014-01-09,2013-09-20
<br>321948,71,71,121,2014-01-09,2013-09-20
<br>321949,71,71,121,2014-01-09,2013-09-20
<br>328498,82,277,16,2014-03-19,2013-09-23
<br>328495,82,277,16,2014-03-19,2013-09-23
<br>323429,82,245,16,2014-01-28,2013-09-23
<br>328497,82,277,16,2014-03-19,2013-09-23
<br>328496,82,277,16,2014-03-19,2013-09-23
<br>328499,82,277,16,2014-03-19,2013-09-23
<br>329749,71,37,16,2014-04-04,2013-09-23
<br>314973,82,40,8,2014-01-07,2014-01-07
<br>328549,821,91,47,2014-03-19,2013-10-11
<br>328545,821,91,47,2014-03-19,2013-10-11
<br>328543,821,91,47,2014-03-19,2013-10-11
<br>328550,821,91,47,2014-03-19,2013-10-11
<br>328548,821,91,47,2014-03-19,2013-10-11
<br>328547,821,91,47,2014-03-19,2013-10-11
<br>328544,821,91,47,2014-03-19,2013-10-11
<br>328546,821,91,47,2014-03-19,2013-10-11
<br>329077,71,37,7,2014-03-25,2013-10-22
<br>329082,71,37,7,2014-03-25,2013-10-21
<br>329078,71,37,7,2014-03-25,2013-10-21
<br>328234,71,136,7,2014-03-13,2013-10-21
<br>328232,71,136,7,2014-03-13,2013-10-22
<br>328231,71,136,7,2014-03-13,2013-10-22
<br>329081,71,37,7,2014-03-25,2013-10-22
<br>328233,71,136,7,2014-03-13,2013-10-22
<br>328230,71,136,7,2014-03-13,2013-10-22
<br>329080,71,37,7,2014-03-25,2013-10-21
<br>329079,71,37,7,2014-03-25,2013-10-21
<br>328235,71,136,7,2014-03-13,2013-10-22
<br>328237,71,136,7,2014-03-13,2013-10-22
<br>329083,71,37,7,2014-03-25,2013-10-21
<br>328236,71,136,7,2014-03-13,2013-10-21
<br>329084,71,37,7,2014-03-25,2013-10-21
<br>328503,82,277,16,2014-03-19,2013-10-22
<br>328502,82,277,16,2014-03-19,2013-10-22
<br>329750,71,37,16,2014-04-04,2013-10-22
<br>328500,82,277,16,2014-03-19,2013-10-22
<br>328501,82,277,16,2014-03-19,2013-10-22
<br>322566,71,71,16,2014-01-17,2013-10-21
<br>322567,71,71,16,2014-01-17,2013-10-21
<br>322568,71,71,16,2014-01-17,2013-10-22
<br>322643,82,277,8,2014-01-20,2013-10-22
<br>316271,82,40,8,2014-01-07,2014-01-23
<br>322644,82,277,8,2014-01-20,2013-10-22
<br>322645,82,277,8,2014-01-20,2013-10-22
<br>322642,82,277,8,2014-01-20,2013-10-22
<br>316279,82,40,8,2014-01-07,2014-01-23
<br>322649,82,277,8,2014-01-20,2013-10-22
<br>322648,82,277,8,2014-01-20,2013-10-22
<br>322647,82,277,8,2014-01-20,2013-10-22
<br>316283,82,40,8,2014-01-07,2013-10-22
<br>322646,82,277,8,2014-01-20,2013-10-22
<br>316285,82,40,8,2014-01-07,2013-10-22
<br>325446,82,16,65,2014-02-14,2013-11-20
<br>325447,82,16,65,2014-02-14,2013-11-20
<br>321231,821,102,66,2014-01-08,2013-11-20
<br>323964,821,102,66,2014-01-31,2013-11-20
<br>323963,821,102,66,2014-01-31,2013-11-20
<br>324979,628,154,66,2014-02-11,2013-11-20
<br>324978,628,154,66,2014-02-11,2013-11-20
<br>325448,82,16,66,2014-02-14,2013-11-20
<br>325449,82,16,68,2014-02-14,2013-11-20
<br>325450,82,16,68,2014-02-14,2013-11-20
<br>321031,821,102,67,2014-01-07,2013-11-20
<br>321032,821,102,67,2014-01-07,2013-11-20
<br>321030,821,102,67,2014-01-07,2013-11-20
<br>325455,82,16,72,2014-02-14,2013-11-20
<br>325454,82,16,72,2014-02-14,2013-11-20
<br>325456,82,16,72,2014-02-14,2013-11-20
<br>325453,82,16,72,2014-02-14,2013-11-20
<br>324980,628,154,72,2014-02-11,2013-11-20
<br>325452,82,16,72,2014-02-14,2013-11-20
<br>325451,82,16,72,2014-02-14,2013-11-20
<br>321034,821,102,72,2014-01-07,2013-11-20
<br>322089,821,102,72,2014-01-14,2013-11-20
<br>322088,821,102,72,2014-01-14,2013-11-20
<br>322091,821,102,72,2014-01-14,2013-11-20
<br>322090,821,102,72,2014-01-14,2013-11-20
<br>321033,821,102,72,2014-01-07,2013-11-20
<br>321087,71,71,98,2014-01-07,2013-11-21
<br>321082,71,71,98,2014-01-07,2013-11-21
<br>321085,71,71,98,2014-01-07,2013-11-21
<br>321081,71,71,98,2014-01-07,2013-11-21
<br>321086,71,71,98,2014-01-07,2013-11-21
<br>321083,71,71,98,2014-01-07,2013-11-21
<br>321080,71,71,98,2014-01-07,2013-11-21
<br>321084,71,71,98,2014-01-07,2013-11-21
<br>322529,821,282,1,2014-01-17,2013-12-02
<br>322528,821,282,1,2014-01-17,2013-12-02
<br>322530,821,282,1,2014-01-17,2013-12-02
<br>322531,821,282,1,2014-01-17,2013-12-02
<br>322532,821,282,1,2014-01-17,2013-12-02
<br>322533,821,282,1,2014-01-17,2013-12-02
<br>322534,821,282,1,2014-01-17,2013-12-02
<br>329492,71,37,47,2014-04-01,2013-12-09
<br>329493,71,37,47,2014-04-01,2013-12-09
<br>322380,82,277,47,2014-01-16,2013-12-11
<br>322381,82,277,47,2014-01-16,2013-12-11
<br>322382,82,277,47,2014-01-16,2013-12-11
<br>322383,82,277,47,2014-01-16,2013-12-11
<br>322384,82,277,47,2014-01-16,2013-12-11
<br>322385,82,277,47,2014-01-16,2013-12-11
<br>322386,82,277,47,2014-01-16,2013-12-11
<br>322387,82,277,47,2014-01-16,2013-12-11
<br>322388,82,277,47,2014-01-16,2013-12-11
<br>322389,82,277,47,2014-01-16,2013-12-11
<br>322390,82,277,47,2014-01-16,2013-12-11
<br>322391,82,277,47,2014-01-16,2013-12-11
<br>322392,82,277,47,2014-01-16,2013-12-11
<br>322393,82,277,47,2014-01-16,2013-12-11
<br>322394,82,277,47,2014-01-16,2013-12-11
<br>322395,82,277,47,2014-01-16,2013-12-11
<br>323921,82,40,47,2014-01-31,2013-12-19
<br>323922,82,40,47,2014-01-31,2013-12-19
<br>323923,82,40,47,2014-01-31,2013-12-19
<br>323924,82,40,47,2014-01-31,2013-12-19
<br>328035,71,37,47,2014-03-12,2013-12-19
<br>328033,71,37,47,2014-03-12,2013-12-19
<br>328030,71,37,47,2014-03-12,2013-12-19
<br>323928,82,40,47,2014-01-31,2013-12-19
<br>328037,71,37,47,2014-03-12,2013-12-19
<br>328032,71,37,47,2014-03-12,2013-12-19
<br>320661,82,40,47,2014-01-31,2013-12-19
<br>320662,82,40,47,2014-01-31,2013-12-19
<br>328031,71,37,47,2014-03-12,2013-12-19
<br>320664,82,40,47,2014-01-31,2013-12-19
<br>328036,71,37,47,2014-03-12,2013-12-19
<br>328034,71,37,47,2014-03-12,2013-12-19
<br>323929,82,40,47,2014-01-31,2013-12-19
<br>323930,82,40,47,2014-01-31,2013-12-19
<br>323931,82,40,47,2014-01-31,2013-12-19
<br>323932,82,40,47,2014-01-31,2013-12-19
<br>323933,82,40,47,2014-01-31,2013-12-19
<br>323934,82,40,47,2014-01-31,2013-12-19
<br>320694,82,40,47,2014-01-31,2013-12-19
<br>320695,82,40,47,2014-01-31,2013-12-19
<br>328029,71,37,47,2014-03-12,2013-12-19
<br>328028,71,37,47,2014-03-12,2013-12-19
<br>328027,71,37,47,2014-03-12,2013-12-19
<br>328026,71,37,47,2014-03-12,2013-12-19
<br>328024,71,37,47,2014-03-12,2013-12-19
<br>328025,71,37,47,2014-03-12,2013-12-19
<br>328023,71,37,47,2014-03-12,2013-12-19
<br>328022,71,37,47,2014-03-12,2013-12-19
<br>323266,71,99,100,2014-01-27,2014-01-02
<br>323265,71,99,100,2014-01-27,2014-01-02
<br>323261,71,99,100,2014-01-27,2014-01-02
<br>323263,71,99,100,2014-01-27,2014-01-02
<br>323262,71,99,100,2014-01-27,2014-01-02
<br>323260,71,99,100,2014-01-27,2014-01-02
<br>323267,71,99,100,2014-01-27,2014-01-02
<br>323264,71,99,100,2014-01-27,2014-01-02
<br>321222,71,37,57,2014-01-08,2014-01-06
<br>321985,82,40,57,2014-01-10,2014-01-06
<br>321223,71,37,57,2014-01-08,2014-01-06
<br>321224,71,37,57,2014-01-08,2014-01-06
<br>321227,71,37,58,2014-01-08,2014-01-06
<br>321228,71,37,58,2014-01-08,2014-01-06
<br>321029,821,102,66,2014-01-07,2014-01-06
<br>321028,821,102,66,2014-01-07,2014-01-06
<br>321225,71,37,57,2014-01-08,2014-01-06
<br>321226,71,37,57,2014-01-08,2014-01-06
<br>321128,82,245,7,2014-01-07,2014-01-07
<br>321129,82,245,7,2014-01-07,2013-10-22
<br>321130,82,245,7,2014-01-07,2014-01-07
<br>321131,82,245,7,2014-01-07,2014-01-07
<br>321132,82,245,7,2014-01-07,2014-01-07
<br>321133,82,245,7,2014-01-07,2014-01-07
<br>321134,82,245,7,2014-01-07,2014-01-07
<br>321135,82,245,7,2014-01-07,2014-01-07
<br>321136,82,245,7,2014-01-07,2014-01-07
<br>321137,82,245,7,2014-01-07,2014-01-07
<br>321138,82,245,7,2014-01-07,2014-01-07
<br>321139,82,245,7,2014-01-07,2014-01-07
<br>321140,82,245,7,2014-01-07,2014-01-07
<br>321141,82,245,7,2014-01-07,2014-01-07
<br>321142,82,245,7,2014-01-07,2014-01-07
<br>321143,82,245,7,2014-01-07,2014-01-07
<br>321160,82,40,8,2014-01-07,2014-01-07
<br>321161,82,40,8,2014-01-07,2014-01-07
<br>321162,82,40,8,2014-01-07,2014-01-07
<br>321163,82,40,8,2014-01-07,2014-01-07
<br>321164,82,40,8,2014-01-07,2014-01-07
<br>321165,82,40,8,2014-01-07,2014-01-07
<br>321166,82,40,8,2014-01-07,2014-01-07
<br>321167,82,40,8,2014-01-07,2014-01-07
<br>321168,82,40,8,2014-01-07,2013-10-22
<br>330792,71,37,8,2014-04-15,2014-01-23
<br>328320,71,37,8,2014-03-17,2014-01-07
<br>321174,82,40,8,2014-01-07,2014-01-07
<br>321175,82,40,8,2014-01-07,2014-01-07
<br>321176,82,40,8,2014-01-07,2014-01-23
<br>321179,82,40,8,2014-01-07,2014-01-07
<br>321180,82,40,8,2014-01-07,2014-01-23
<br>321181,82,40,8,2014-01-07,2014-01-07
<br>321182,82,40,8,2014-01-07,2014-01-07
<br>321183,82,40,8,2014-01-07,2014-01-07
<br>321184,82,40,8,2014-01-07,2014-01-07
<br>321185,82,40,8,2014-01-07,2014-01-23
<br>321186,82,40,8,2014-01-07,2014-01-23
<br>321187,82,40,8,2014-01-07,2014-01-23
<br>321188,82,40,8,2014-01-07,2014-01-23
<br>321189,82,40,8,2014-01-07,2014-01-23
<br>321190,82,40,8,2014-01-07,2014-01-23
<br>321191,82,40,8,2014-01-07,2014-01-07
<br>321193,82,40,8,2014-01-07,2014-01-07
<br>321194,82,40,8,2014-01-07,2014-01-23
<br>321195,82,40,8,2014-01-07,2014-01-23
<br>321196,82,40,8,2014-01-07,2014-01-23
<br>321197,82,40,8,2014-01-07,2014-01-23
<br>321198,82,40,8,2014-01-07,2014-01-23
<br>321199,82,40,8,2014-01-07,2014-01-07
<br>321200,82,40,7,2014-01-07,2013-10-22
<br>321201,82,40,7,2014-01-07,2014-01-07
<br>321202,82,40,7,2014-01-07,2013-10-22
<br>321203,82,40,7,2014-01-07,2014-01-07
<br>321204,82,40,7,2014-01-07,2013-10-22
<br>321205,82,40,7,2014-01-07,2014-01-23
<br>321206,82,40,7,2014-01-07,2013-10-22
<br>321207,82,40,7,2014-01-07,2014-01-23
<br>321263,71,40,29,2014-01-08,2014-01-08
<br>321264,71,40,29,2014-01-08,2014-01-08
<br>321265,71,40,29,2014-01-08,2014-01-08
<br>321266,71,40,29,2014-01-08,2014-01-08
<br>321267,71,40,29,2014-01-08,2014-01-08
<br>321268,71,40,29,2014-01-08,2014-01-08
<br>321269,71,40,29,2014-01-08,2014-01-08
<br>321270,71,40,29,2014-01-08,2014-01-08
<br>321271,71,40,29,2014-01-08,2014-01-08
<br>321272,71,40,29,2014-01-08,2014-01-08
<br>321273,71,40,29,2014-01-08,2014-01-08
<br>321274,71,40,29,2014-01-08,2014-01-08
<br>321275,71,40,29,2014-01-08,2014-01-08
<br>321276,71,40,29,2014-01-08,2014-01-08
<br>321277,71,40,29,2014-01-08,2014-01-08
<br>321278,71,40,29,2014-01-08,2014-01-08
<br>321279,71,40,29,2014-01-08,2014-01-08
<br>321280,71,40,29,2014-01-08,2014-01-08
<br>321281,71,40,29,2014-01-08,2014-01-08
<br>321282,71,40,29,2014-01-08,2014-01-08
<br>321283,71,40,29,2014-01-08,2014-01-08
<br>321284,71,40,29,2014-01-08,2014-01-08
<br>321285,71,40,29,2014-01-08,2014-01-08
<br>321286,71,40,29,2014-01-08,2014-01-08
<br>321287,71,40,29,2014-01-08,2014-01-08
<br>321308,71,40,27,2014-01-08,2014-01-08
<br>321309,71,40,27,2014-01-08,2014-01-08
<br>321310,71,40,27,2014-01-08,2014-01-08
<br>321311,71,40,27,2014-01-08,2014-01-08
<br>321312,71,40,27,2014-01-08,2014-01-08
<br>321313,71,40,27,2014-01-08,2014-01-08
<br>321314,71,40,27,2014-01-08,2014-01-08
<br>321315,71,40,27,2014-01-08,2014-01-08
<br>321316,71,40,27,2014-01-08,2014-01-08
<br>321317,71,40,27,2014-01-08,2014-01-08
<br>321318,71,40,27,2014-01-08,2014-01-08
<br>321319,71,40,27,2014-01-08,2014-01-08
<br>321320,71,40,27,2014-01-08,2014-01-08
<br>321321,71,40,27,2014-01-08,2014-01-08
<br>321322,71,40,27,2014-01-08,2014-01-08
<br>321323,71,40,27,2014-01-08,2014-01-08
<br>321324,71,40,27,2014-01-08,2014-01-08
<br>321325,71,40,27,2014-01-08,2014-01-08
<br>321326,71,40,27,2014-01-08,2014-01-08
<br>321327,71,40,27,2014-01-08,2014-01-08
<br>321328,71,40,27,2014-01-08,2014-01-08
<br>321329,71,40,27,2014-01-08,2014-01-08
<br>321330,71,40,27,2014-01-08,2014-01-08
<br>321331,71,40,27,2014-01-08,2014-01-08
<br>321332,71,40,27,2014-01-08,2014-01-08
<br>321333,71,40,27,2014-01-08,2014-01-08
<br>321334,71,40,27,2014-01-08,2014-01-08
<br>321335,71,40,27,2014-01-08,2014-01-08
<br>321336,71,40,27,2014-01-08,2014-01-08
<br>321337,71,40,27,2014-01-08,2014-01-08
<br>321338,71,40,27,2014-01-08,2014-01-08
<br>321339,71,40,27,2014-01-08,2014-01-08
<br>321340,71,40,27,2014-01-08,2014-01-08
<br>321341,71,40,27,2014-01-08,2014-01-08
<br>321342,71,40,27,2014-01-08,2014-01-08
<br>321343,71,40,27,2014-01-08,2014-01-08
<br>321344,71,40,27,2014-01-08,2014-01-08
<br>321345,71,40,27,2014-01-08,2014-01-08
<br>321346,71,40,27,2014-01-08,2014-01-08
<br>321347,71,40,27,2014-01-08,2014-01-08
<br>322134,71,37,20,2014-01-14,2014-01-08
<br>322135,71,37,20,2014-01-14,2014-01-08
<br>322136,71,37,20,2014-01-14,2014-01-08
<br>322137,71,37,20,2014-01-14,2014-01-08
<br>322138,71,37,20,2014-01-14,2014-01-08
<br>322139,71,37,20,2014-01-14,2014-01-08
<br>328245,71,37,20,2014-03-13,2014-01-08
<br>328246,71,37,20,2014-03-13,2014-01-08
<br>322140,71,37,20,2014-01-14,2014-01-08
<br>322141,71,37,20,2014-01-14,2014-01-08
<br>322142,71,37,20,2014-01-14,2014-01-08
<br>328216,71,37,47,2014-03-13,2014-01-08
<br>328585,821,91,47,2014-03-20,2014-01-08
<br>324252,82,245,47,2014-02-05,2014-01-08
<br>324253,82,245,47,2014-02-05,2014-01-08
<br>324254,82,245,47,2014-02-05,2014-01-08
<br>328218,71,37,47,2014-03-13,2014-01-08
<br>321409,82,245,47,2014-02-05,2014-01-08
<br>321410,82,245,47,2014-02-05,2014-01-08
<br>321411,82,245,47,2014-02-05,2014-01-08
<br>328219,71,37,47,2014-03-13,2014-01-08
<br>321413,71,37,47,2014-03-13,2014-01-08
<br>324262,82,245,47,2014-02-05,2014-01-08
<br>324263,82,245,47,2014-02-05,2014-01-08
<br>328222,71,37,47,2014-03-13,2014-01-08
<br>328223,71,37,47,2014-03-13,2014-01-08
<br>328589,821,91,47,2014-03-20,2014-01-08
<br>321431,71,40,25,2014-01-08,2014-01-08
<br>321432,71,40,25,2014-01-08,2014-01-08
<br>321433,71,40,25,2014-01-08,2014-01-08
<br>321434,71,40,25,2014-01-08,2014-01-08
<br>321435,71,40,25,2014-01-08,2014-01-08
<br>321436,71,40,25,2014-01-08,2014-01-08
<br>321437,71,40,25,2014-01-08,2014-01-08
<br>321438,71,40,25,2014-01-08,2014-01-08
<br>321439,71,40,25,2014-01-08,2014-01-08
<br>321440,71,40,25,2014-01-08,2014-01-08
<br>321441,71,40,25,2014-01-08,2014-01-08
<br>321442,71,40,25,2014-01-08,2014-01-08
<br>321443,71,40,25,2014-01-08,2014-01-08
<br>321444,71,40,25,2014-01-08,2014-01-08
<br>321445,71,40,25,2014-01-08,2014-01-08
<br>321446,71,40,25,2014-01-08,2014-01-08
<br>321447,71,40,25,2014-01-08,2014-01-08
<br>321448,71,40,25,2014-01-08,2014-01-08
<br>321449,71,40,25,2014-01-08,2014-01-08
<br>321450,71,40,25,2014-01-08,2014-01-08
<br>321451,71,40,25,2014-01-08,2014-01-08
<br>321452,71,40,25,2014-01-08,2014-01-08
<br>321453,71,40,25,2014-01-08,2014-01-08
<br>321454,71,40,25,2014-01-08,2014-01-08
<br>321455,71,40,25,2014-01-08,2014-01-08
<br>321456,71,40,25,2014-01-08,2014-01-08
<br>321457,71,40,25,2014-01-08,2014-01-08
<br>321458,71,40,25,2014-01-08,2014-01-08
<br>321459,71,40,25,2014-01-08,2014-01-08
<br>321460,71,40,25,2014-01-08,2014-01-08
<br>321461,71,40,25,2014-01-08,2014-01-08
<br>321462,71,40,25,2014-01-08,2014-01-08
<br>321463,71,40,25,2014-01-08,2014-01-08
<br>321464,71,40,25,2014-01-08,2014-01-08
<br>321465,71,40,25,2014-01-08,2014-01-08
<br>321466,71,40,25,2014-01-08,2014-01-08
<br>321467,71,40,25,2014-01-08,2014-01-08
<br>321468,71,40,25,2014-01-08,2014-01-08
<br>321469,71,40,25,2014-01-08,2014-01-08
<br>321470,71,40,25,2014-01-08,2014-01-08
<br>321471,71,40,25,2014-01-08,2014-01-08
<br>321472,71,40,25,2014-01-08,2014-01-08
<br>321473,71,40,25,2014-01-08,2014-01-08
<br>321474,71,40,25,2014-01-08,2014-01-08
<br>321475,71,40,25,2014-01-08,2014-01-08
<br>321476,71,40,25,2014-01-08,2014-01-08
<br>321477,71,40,25,2014-01-08,2014-01-08
<br>321478,71,40,25,2014-01-08,2014-01-08
<br>321479,71,40,25,2014-01-08,2014-01-08
<br>321480,71,40,25,2014-01-08,2014-01-08
<br>321481,71,40,26,2014-01-08,2014-01-08
<br>321482,71,40,26,2014-01-08,2014-01-08
<br>321483,71,40,26,2014-01-08,2014-01-08
<br>321484,71,40,26,2014-01-08,2014-01-08
<br>321485,71,40,26,2014-01-08,2014-01-08
<br>321486,71,40,26,2014-01-08,2014-01-08
<br>321487,71,40,26,2014-01-08,2014-01-08
<br>321488,71,40,26,2014-01-08,2014-01-08
<br>321489,71,40,26,2014-01-08,2014-01-08
<br>321490,71,40,26,2014-01-08,2014-01-08
<br>321491,71,40,26,2014-01-08,2014-01-08
<br>321492,71,40,26,2014-01-08,2014-01-08
<br>321493,71,40,26,2014-01-08,2014-01-08
<br>321494,71,40,26,2014-01-08,2014-01-08
<br>321495,71,40,26,2014-01-08,2014-01-08
<br>321496,71,40,26,2014-01-08,2014-01-08
<br>321497,71,40,26,2014-01-08,2014-01-08
<br>321498,71,40,26,2014-01-08,2014-01-08
<br>321499,71,40,26,2014-01-08,2014-01-08
<br>321500,71,40,26,2014-01-08,2014-01-08
<br>321509,82,40,47,2014-01-08,2014-01-08
<br>321510,82,40,47,2014-01-08,2014-01-08
<br>321511,82,40,47,2014-01-08,2014-01-08
<br>321512,82,40,47,2014-01-08,2014-01-08
<br>321513,82,40,47,2014-01-08,2014-01-08
<br>321514,82,40,47,2014-01-08,2014-01-08
<br>321515,82,40,47,2014-01-08,2014-01-08
<br>321516,82,40,47,2014-01-08,2014-01-08
<br>321517,82,40,47,2014-01-08,2014-01-08
<br>321518,82,40,47,2014-01-08,2014-01-08
<br>321519,82,40,47,2014-01-08,2014-01-08
<br>321520,82,40,47,2014-01-08,2014-01-08
<br>321521,82,40,47,2014-01-08,2014-01-08
<br>321522,82,40,47,2014-01-08,2014-01-08
<br>321523,82,40,47,2014-01-08,2014-01-08
<br>321524,82,40,47,2014-01-08,2014-01-08
<br>321525,82,40,47,2014-01-08,2014-01-08
<br>321526,82,40,47,2014-01-08,2014-01-08
<br>321527,82,40,47,2014-01-08,2014-01-08
<br>321528,82,40,47,2014-01-08,2014-01-08
<br>321529,82,40,47,2014-01-08,2014-01-08
<br>321530,82,40,47,2014-01-08,2014-01-08
<br>321531,82,40,47,2014-01-08,2014-01-08
<br>321532,82,40,47,2014-01-08,2014-01-08
<br>321549,82,40,47,2014-01-08,2014-01-08
<br>321550,82,40,47,2014-01-08,2014-01-08
<br>321551,82,40,47,2014-01-08,2014-01-08
<br>321552,82,40,47,2014-01-08,2014-01-08
<br>321553,82,40,47,2014-01-08,2014-01-08
<br>321554,82,40,47,2014-01-08,2014-01-08
<br>321555,82,40,47,2014-01-08,2014-01-08
<br>321556,82,40,47,2014-01-08,2014-01-08
<br>321557,82,40,47,2014-01-08,2014-01-08
<br>321558,82,40,47,2014-01-08,2014-01-08
<br>321559,82,40,47,2014-01-08,2014-01-08
<br>321560,82,40,47,2014-01-08,2014-01-08
<br>321561,82,40,47,2014-01-08,2014-01-08
<br>321562,82,40,47,2014-01-08,2014-01-08
<br>321563,82,40,47,2014-01-08,2014-01-08
<br>321564,82,40,47,2014-01-08,2014-01-08
<br>321565,82,40,47,2014-01-08,2014-01-08
<br>321566,82,40,47,2014-01-08,2014-01-08
<br>321567,82,40,47,2014-01-08,2014-01-08
<br>321568,82,40,47,2014-01-08,2014-01-08
<br>321569,82,40,47,2014-01-08,2014-01-08
<br>321570,82,40,47,2014-01-08,2014-01-08
<br>321571,82,40,47,2014-01-08,2014-01-08
<br>321572,82,40,47,2014-01-08,2014-01-08
<br>329502,82,40,47,2014-04-01,2014-01-08
<br>328587,821,91,47,2014-03-20,2014-01-08
<br>324258,82,245,47,2014-02-05,2014-01-08
<br>324259,82,245,47,2014-02-05,2014-01-08
<br>324260,71,37,47,2014-03-13,2014-01-08
<br>324261,82,245,47,2014-02-05,2014-01-08
<br>321581,82,245,47,2014-02-05,2014-01-08
<br>321582,82,245,47,2014-02-05,2014-01-08
<br>321583,82,245,47,2014-02-05,2014-01-08
<br>328588,821,91,47,2014-03-20,2014-01-08
<br>321585,821,91,47,2014-03-20,2014-01-08
